full_address,TLA,LocalityName,class_lookup
"2 SNOWLEA PLACE, West Melton, Selwyn, New Zealand",062,West Melton,Urban
"62 COURAGE ROAD, Amberley, Hurunui, New Zealand",058,Amberley,Peri-urban (disputed)
"2 Redcliff Road, Glenavy, Waimate, New Zealand",066,Glenavy,Peri-urban (disputed)
"33 ALLENDALE LANE, Lincoln, Selwyn, New Zealand",062,Lincoln,Peri-urban (disputed)
"15 RATA ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"6 RIVERSIDE WAY, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"4 Parlane Street, Addington, Christchurch City, New Zealand",060,Addington,Urban
"10 MURRAY PLACE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"2/326A Breezes Road, Aranui, Christchurch City, New Zealand",060,Aranui,Urban
"Longbeach Road, NA, Ashburton, New Zealand",063,NA,Rural
"18 Mahoneys Hill Road, Oceanview, Timaru, Oceanview, Timaru, New Zealand",064,Oceanview,Urban
"28 KOWAI STREET, Leithfield Beach, Hurunui, New Zealand",058,Leithfield Beach,Peri-urban (disputed)
"92 ONEPUNGA ROAD, Broomfield, Hurunui, New Zealand",058,Broomfield,Peri-urban (disputed)
"0 Racecourse Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"4 KANES ROAD, Dunsandel, Selwyn, New Zealand",062,Dunsandel,Peri-urban (disputed)
"316 Winslow Westerfield, NA, Ashburton, New Zealand",063,NA,Rural
"417 Montalto Road, NA, Ashburton, New Zealand",063,NA,Rural
"1211 INLAND ROAD, Waiau - Conway, Hurunui, New Zealand",058,Waiau - Conway,Peri-urban/Uncertain
"0 Maori Road, Morven, Waimate, New Zealand",066,Morven,Rural
"31 MacDonald Street, Waimataitai, Timaru, Waimataitai, Timaru, New Zealand",064,Waimataitai,Urban
"50 WOODVILLE STREET, Leeston, Selwyn, New Zealand",062,Leeston,Urban
"28 Tutaipatu Avenue, NA, Waimakariri, New Zealand",059,NA,Urban
"PUKETA ROAD, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"346 MT ALEXANDER ROAD, Hurunui, Hurunui, New Zealand",058,Hurunui,Rural
"120 Haymans Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"1695 PUHI PUHI ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"NA, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"23 TE KEEPA ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"0 P HWAY 83, Otiake, Waitaki (part), New Zealand",068,Otiake,Rural
"328 PURCHAS ROAD, NA, Hurunui, New Zealand",058,NA,Urban
"4 ASHBYS ROAD, Balcairn, Hurunui, New Zealand",058,Balcairn,Peri-urban/Uncertain
"16 GLEN LYON ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"17 Jove Drive, NA, Waimakariri, New Zealand",059,NA,Urban
"62 Mt John Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"36 Don Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"20 Pender Street, NA, Waimakariri, New Zealand",059,NA,Urban
"164 High Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"20 FLINT ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"190 Mcmurdo Street, NA, Ashburton, New Zealand",063,NA,Urban
"34 Ashbury Drive TINWALD, ASHBURTON, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"97 Oak Grove, NA, Ashburton, New Zealand",063,NA,Urban
"0 MONAVALE ROAD, Albury, Mackenzie, New Zealand",065,Albury,Rural
"14 MURRAY PLACE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"12 Talbot Place, NA, Ashburton, New Zealand",063,NA,Urban
"767 CLAVERLEY ROAD, Conway Flat, Hurunui, New Zealand",058,Conway Flat,Rural
"20 SCHOOL ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Rural
"7 Thornlea Place, Oaklands, Christchurch City, New Zealand",060,Oaklands,Urban
"61 Bushy Beach Road, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"66 Middle Road, NA, Ashburton, New Zealand",063,NA,Urban
"0 BRAEMAR MOUNT COOK STATION ROAD, Tekapo, Mackenzie, New Zealand",065,Tekapo,Rural
"21 Havelock Street, NA, Ashburton, New Zealand",063,NA,Urban
"10A Laughton Street, Washdyke, Timaru, Washdyke, Timaru, New Zealand",064,Washdyke,Urban
"145 Bristol Road, RD 1, Timaru, Pareora, Timaru, New Zealand",064,Pareora,Rural
"0 Boyes Road, Waimate, Waimate, New Zealand",066,Waimate,Urban
"78 Harper Street, Parkside, Timaru, Parkside, Timaru, New Zealand",064,Parkside,Urban
"5 Gazelle Lane, Balmoral Hill, Christchurch City, New Zealand",060,Balmoral Hill,Urban
"64 Salecia Gardens, Brooklands, Christchurch City, New Zealand",060,Brooklands,Urban
"10 Gordon Street, Weston, Oamaru, Weston, Waitaki (part), New Zealand",068,Weston,Urban
"1028 HAMILTON ROAD, Ashwick Flat, Mackenzie, New Zealand",065,Ashwick Flat,Rural
"NA, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"1/19B Wiremu Street, Redwood, Christchurch City, New Zealand",060,Redwood,Urban
"118 C Allens Road ASHBURTON, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"129 Otipua Road, Watlington, Timaru, Watlington, Timaru, New Zealand",064,Watlington,Urban
"54 Chalmers Avenue, NA, Ashburton, New Zealand",063,NA,Urban
"1/120 Wai-iti Road, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"468 Barbadoes Street, St Albans, Christchurch City, New Zealand",060,St Albans,Urban
"65 O'Hallorans Road, NA, Waimakariri, New Zealand",059,NA,Rural
"3/88 Le Cren Street, Seaview, Timaru, Seaview, Timaru, New Zealand",064,Seaview,Urban
"9 SIMONS STREET, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"STATE HIGHWAY 1, NA, Kaikoura, New Zealand",054,NA,Rural
"63 HINTERLAND DRIVE, Prebbleton, Selwyn, New Zealand",062,Prebbleton,Urban
"1731 RAM PADDOCK ROAD, Broomfield, Hurunui, New Zealand",058,Broomfield,Peri-urban (disputed)
"83 DANSEYS PASS RD, Livingstone, Waitaki (part), New Zealand",068,Livingstone,Rural
"30 Reid Crescent, NA, Ashburton, New Zealand",063,NA,Urban
"5 Keir Street, NA, Waimakariri, New Zealand",059,NA,Urban
"24 CHERRY AVENUE, Darfield, Selwyn, New Zealand",062,Darfield,Urban
"42 Allan Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"651 EAST MADDISONS ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"12 SEALY STREET, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"27 Jarnac Boulevard, Yaldhurst, Christchurch City, New Zealand",060,Yaldhurst,Urban
"69 Taward Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"22 Streamside Terrace, NA, Waimakariri, New Zealand",059,NA,Urban
"NA, West Melton, Selwyn, New Zealand",062,West Melton,Urban
"Allens Road, NA, Ashburton, New Zealand",063,NA,Urban
"80 WOODBANK ROAD, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Peri-urban (disputed)
"8 AUSTIN CLOSE, NA, Kaikoura, New Zealand",054,NA,Urban
"0 MIDDLE VALLEY ROAD, Middle Valley, Mackenzie, New Zealand",065,Middle Valley,Rural
"2/50 Hopkins Street, Gleniti, Timaru, Gleniti, Timaru, New Zealand",064,Gleniti,Urban
"18 CROMER STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"47 Teaneraki Settlement Road, Enfield, Oamaru, Enfield, Waitaki (part), New Zealand",068,Enfield,Peri-urban/Uncertain
"9 Wallace Place, NA, Waimakariri, New Zealand",059,NA,Urban
"64 OMAHAU CRESCENT, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"64 Sapphire Street, Casebrook, Christchurch City, New Zealand",060,Casebrook,Urban
"21 Dunkirk Street, Marchwiel, Timaru, Marchwiel, Timaru, New Zealand",064,Marchwiel,Urban
"303 Cameron Street, NA, Ashburton, New Zealand",063,NA,Urban
"15 Airedale Road, Weston, Oamaru, Weston, Waitaki (part), New Zealand",068,Weston,Urban
"2/75 Ranui Avenue, Waimataitai, Timaru, Waimataitai, Timaru, New Zealand",064,Waimataitai,Urban
"26 Hanrahan Street, NA, Ashburton, New Zealand",063,NA,Urban
"500 MT BROWN ROAD, Broomfield, Hurunui, New Zealand",058,Broomfield,Peri-urban (disputed)
"18 GEORGE STREET, Rotherham, Hurunui, New Zealand",058,Rotherham,Peri-urban (disputed)
"21 FOSTER PLACE, NA, Hurunui, New Zealand",058,NA,Peri-urban/Uncertain
"1/203 Homestead Road, Weston, Oamaru, Weston, Waitaki (part), New Zealand",068,Weston,Urban
"7 McLean Street, Glenavy, Waimate, New Zealand",066,Glenavy,Rural
"28 SCHOOL ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Peri-urban (disputed)
"POSTMANS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"27 AMURI AVENUE, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"NA, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"21 SHEARWATER DRIVE, NA, Kaikoura, New Zealand",054,NA,Urban
"4/136 Holly Road, St Albans, Christchurch City, New Zealand",060,St Albans,Urban
"5 BURKE LANE, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"508 Bush Road, NA, Waimakariri, New Zealand",059,NA,Rural
"6 Caen Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"3/20 Picton Avenue, Riccarton, Christchurch City, New Zealand",060,Riccarton,Urban
"44 - 46 WEST END, NA, Kaikoura, New Zealand",054,NA,Urban
"137 Hoon Hay Road, Hoon Hay, Christchurch City, New Zealand",060,Hoon Hay,Urban
"438 WOODBANK ROAD, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Peri-urban (disputed)
"16A Chambers Street, Kakanui, Oamaru, Kakanui, Waitaki (part), New Zealand",068,Kakanui,Rural
"1 Magnolia Drive, NA, Ashburton, New Zealand",063,NA,Urban
"NA, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"7 Laughton Street, Washdyke, Timaru, Washdyke, Timaru, New Zealand",064,Washdyke,Urban
"44 Greta Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"175 Springfield Road Eas, NA, Ashburton, New Zealand",063,NA,Rural
"73 Mt Florence Road, Hakataramea Valley, Waimate, New Zealand",066,Hakataramea Valley,Rural
"562 HEATHSTOCK ROAD, Hawarden, Hurunui, New Zealand",058,Hawarden,Rural
"0 Waihaorunga Road, Waihaorunga, Waimate, New Zealand",066,Waihaorunga,Rural
"1 Spruce Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"91 Fergusson Street, NA, Ashburton, New Zealand",063,NA,Urban
"122 Chalmers Avenue, NA, Ashburton, New Zealand",063,NA,Urban
"414 DOUBLE CORNER ROAD, Amberley, Hurunui, New Zealand",058,Amberley,Peri-urban (disputed)
"35 KEMBLE DRIVE, Springston, Selwyn, New Zealand",062,Springston,Peri-urban (disputed)
"286 TRICES ROAD, Prebbleton, Selwyn, New Zealand",062,Prebbleton,Urban
"4 Batchelor Place, NA, Waimakariri, New Zealand",059,NA,Urban
"379 SCHOOLHOUSE ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"122 MILL ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"10 Naylor Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"1/16 Douglas Street, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"104 LEITHFIELD ROAD, Leithfield, Hurunui, New Zealand",058,Leithfield,Rural
"SILVER PEAKS DRIVE, West Melton, Selwyn, New Zealand",062,West Melton,Urban
"28 Church Street, Timaru, Timaru, Timaru, New Zealand",064,Timaru,Urban
"406 Mill Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"740 ROBINSONS ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Peri-urban (disputed)
"5 Coquet Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"14A Exe Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"140C LYFORD LANE, Twizel, Mackenzie, New Zealand",065,Twizel,Peri-urban (disputed)
"15 Tees Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"6 WINEBERRY AVE, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"427 Cannington Road, RD 14, Cave, Cave, Timaru, New Zealand",064,Cave,Rural
"13 D'ARCHIAC DRIVE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Rural
"2/56 Cornwall Street, St Albans, Christchurch City, New Zealand",060,St Albans,Urban
"43 Eders Road, NA, Waimakariri, New Zealand",059,NA,Urban
"92 Courtenay Drive, NA, Waimakariri, New Zealand",059,NA,Urban
"10 Meehan Place, Makikihi, Waimate, New Zealand",066,Makikihi,Rural
"33 Balmoral Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"236 Cochranes Road, NA, Ashburton, New Zealand",063,NA,Rural
"8 EREBUS PLACE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"1671 PUHI PUHI ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"NA, Weston, Waitaki (part), New Zealand",068,Weston,Urban
"2 LEAMINGTON STREET, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"7 BAYVIEW STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"NA, Windsor, Waitaki (part), New Zealand",068,Windsor,Peri-urban/Uncertain
"116 Railway Terrace West, NA, Ashburton, New Zealand",063,NA,Urban
"4/1 Oakland Street, Papanui, Christchurch City, New Zealand",060,Papanui,Urban
"82 Creek Road, NA, Ashburton, New Zealand",063,NA,Urban
"38 Opie Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"1314 DOMETT ROAD, Cheviot, Hurunui, New Zealand",058,Cheviot,Rural
"684 WAIPARA FLAT ROAD, NA, Hurunui, New Zealand",058,NA,Rural
"LAKELANDS ROAD, Leeston, Selwyn, New Zealand",062,Leeston,Peri-urban (disputed)
"26 Augusta Street, Redcliffs, Christchurch City, New Zealand",060,Redcliffs,Urban
"232 High Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"41 Edinburgh Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"40 Hassall Street, Parkside, Timaru, Parkside, Timaru, New Zealand",064,Parkside,Urban
"54 Blue Cliffs Road, Saint Andrews, Waimate, New Zealand",066,Saint Andrews,Peri-urban (disputed)
"11 Euston Street, Riccarton, Christchurch City, New Zealand",060,Riccarton,Urban
"173 Harland Street, NA, Ashburton, New Zealand",063,NA,Urban
"86 Idris Road, Bryndwr, Christchurch City, New Zealand",060,Bryndwr,Urban
"12 Croucher Street, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"73 STATE HIGHWAY 1, NA, Kaikoura, New Zealand",054,NA,Rural
"20 Kohunga Crescent, Marshland, Christchurch City, New Zealand",060,Marshland,Urban
"665 GORE BAY ROAD, Gore Bay, Hurunui, New Zealand",058,Gore Bay,Rural
"27 Brucefield Avenue, NA, Ashburton, New Zealand",063,NA,Urban
"41 EYAS DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"3 Lough Street, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"2068 FAIRLIE-TEKAPO ROAD, Burkes Pass, Mackenzie, New Zealand",065,Burkes Pass,Rural
"11 Mill Road, Waimate, Waimate, New Zealand",066,Waimate,Urban
"17 WHITBY PLACE, NA, Kaikoura, New Zealand",054,NA,Urban
"41 Grants Road, Marchwiel, Timaru, Marchwiel, Timaru, New Zealand",064,Marchwiel,Urban
"NA, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"Sherwood Road, Makikihi, Waimate, New Zealand",066,Makikihi,Rural
"9 CAMPBELL ROAD, Cheviot, Hurunui, New Zealand",058,Cheviot,Peri-urban (disputed)
"2222 ALGIDUS ROAD, Rolleston Range, Selwyn, New Zealand",062,Rolleston Range,Rural
"8 ISLAND TERRACE, Motunau Beach, Hurunui, New Zealand",058,Motunau Beach,Peri-urban (disputed)
"30 Fuller Street, NA, Waimakariri, New Zealand",059,NA,Urban
"7 Sherratt Street, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"5 CAVERHILL CRESCENT, Motunau Beach, Hurunui, New Zealand",058,Motunau Beach,Peri-urban (disputed)
"17 Barker Street, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"68 Lees Road, NA, Waimakariri, New Zealand",059,NA,Rural
"8 DWYER PLACE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"2 Eaglesome Avenue, Oaklands, Christchurch City, New Zealand",060,Oaklands,Urban
"23A Richmond Street, Waimataitai, Timaru, Waimataitai, Timaru, New Zealand",064,Waimataitai,Urban
"24 MARYBURN ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"25 Seadown Road, Washdyke, Timaru, Washdyke, Timaru, New Zealand",064,Washdyke,Urban
"150 Breezes Road, Wainoni, Christchurch City, New Zealand",060,Wainoni,Urban
"3 B Strowan Avenue ASHBURTON, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"0 LIVING DUNTROON RD, Duntroon, Waitaki (part), New Zealand",068,Duntroon,Rural
"28 AVOCA STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"312 Orari Back Road, RD 22, Geraldine, Belfield, Timaru, New Zealand",064,Belfield,Peri-urban/Uncertain
"HARNETTS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"169 HIGH STREET, Southbridge, Selwyn, New Zealand",062,Southbridge,Peri-urban (disputed)
"466 Thames Highway, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"34 BOWEN ST, Kurow, Waitaki (part), New Zealand",068,Kurow,Peri-urban (disputed)
"21 Till Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"211 CLARENCE VALLEY ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"332 CATHEDRAL ROAD, Port Robinson, Hurunui, New Zealand",058,Port Robinson,Rural
"762 Airedale Road, Airedale, Oamaru, Airedale, Waitaki (part), New Zealand",068,Airedale,Peri-urban/Uncertain
"280 MACKENZIE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"92 Mathers Road, Hoon Hay, Christchurch City, New Zealand",060,Hoon Hay,Urban
"29 Mersey Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"30 KOTUKU ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"211A Otipua Road, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"8A Woodstock Place, Russley, Christchurch City, New Zealand",060,Russley,Urban
"38 Thames Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"7 O'CARROLLS ROAD, Hawarden, Hurunui, New Zealand",058,Hawarden,Peri-urban (disputed)
"18 Tensing Place, Upper Riccarton, Christchurch City, New Zealand",060,Upper Riccarton,Urban
"81B Petrie Street, Richmond, Christchurch City, New Zealand",060,Richmond,Urban
"15 IRISHMAN DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"Royal Arcade, Timaru, Timaru, Timaru, New Zealand",064,Timaru,Urban
"6 Burnett Street, Kakanui, Oamaru, Kakanui, Waitaki (part), New Zealand",068,Kakanui,Rural
"67 Cox Street, NA, Ashburton, New Zealand",063,NA,Urban
"40 SCARBOROUGH TERRACE, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"1/5 Cutts Road, Russley, Christchurch City, New Zealand",060,Russley,Urban
"81 Wansbeck Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"3 Tyson Street, Kakanui, Oamaru, Kakanui, Waitaki (part), New Zealand",068,Kakanui,Rural
"PENNY LANE, NA, Kaikoura, New Zealand",054,NA,Urban
"28 Jellicoe Street, Oceanview, Timaru, Oceanview, Timaru, New Zealand",064,Oceanview,Urban
"383 SCARGILL VALLEY ROAD, Scargill, Hurunui, New Zealand",058,Scargill,Rural
"200 WAITAKI DR, Otematata, Waitaki (part), New Zealand",068,Otematata,Peri-urban (disputed)
"Rice Road, RD 21, Geraldine, Woodbury, Timaru, New Zealand",064,Woodbury,Rural
"20 EDWARDS LANE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Rural
"109 Greens Road, NA, Waimakariri, New Zealand",059,NA,Rural
"750 Craigmore Valley Road, Maungati, Waimate, New Zealand",066,Maungati,Rural
"21 Fairmont Place, Hornby, Christchurch City, New Zealand",060,Hornby,Urban
"17 Wellington Street, NA, Waimakariri, New Zealand",059,NA,Urban
"THORNBOROUGH DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"GILLINGS LANE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"57 Parsonage Road, Waimate, Waimate, New Zealand",066,Waimate,Urban
"54 Dunkirk Street, Marchwiel, Timaru, Marchwiel, Timaru, New Zealand",064,Marchwiel,Urban
"POSTMANS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"43 DUNSANDEL & BROOKSIDE ROAD, Leeston, Selwyn, New Zealand",062,Leeston,Peri-urban (disputed)
"7 Stone Eyre Place, NA, Waimakariri, New Zealand",059,NA,Urban
"189 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"199-199A North Street, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"16 Shearman Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"23 Carters Road, NA, Ashburton, New Zealand",063,NA,Rural
"29 Harbour Terrace, Kakanui, Oamaru, Kakanui, Waitaki (part), New Zealand",068,Kakanui,Rural
"5/21 Fairfield Avenue, Addington, Christchurch City, New Zealand",060,Addington,Urban
"897 HURUNUI BLUFF ROAD, Hurunui, Hurunui, New Zealand",058,Hurunui,Rural
"9 GILLINGS LANE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"15 BULLER CRES, Otematata, Waitaki (part), New Zealand",068,Otematata,Peri-urban (disputed)
"156 Queen Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"11 Wayne Place, NA, Ashburton, New Zealand",063,NA,Urban
"58 HIGH STREET, Southbridge, Selwyn, New Zealand",062,Southbridge,Peri-urban (disputed)
"22 Preston Street, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"124 GLENKENS ROAD, Cheviot, Hurunui, New Zealand",058,Cheviot,Rural
"32 GLENMARK DRIVE, Waipara, Hurunui, New Zealand",058,Waipara,Peri-urban (disputed)
"14 RATA DR, Otematata, Waitaki (part), New Zealand",068,Otematata,Peri-urban (disputed)
"12 Clegg Street, NA, Waimakariri, New Zealand",059,NA,Urban
"155 O'Briens Road, Saint Andrews, Waimate, New Zealand",066,Saint Andrews,Peri-urban (disputed)
"83 Pages Road, NA, Ashburton, New Zealand",063,NA,Urban
"29 JOLLIE ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"6 BOB REID CRESCENT, Darfield, Selwyn, New Zealand",062,Darfield,Urban
"1/91 Cox Street, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"3 Reeves Road, NA, Waimakariri, New Zealand",059,NA,Urban
"298 Thames Highway, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"89 Bebbingtons Road, NA, Ashburton, New Zealand",063,NA,Rural
"1132 OLD WEST COAST ROAD, West Melton, Selwyn, New Zealand",062,West Melton,Peri-urban (disputed)
"4 ALPINE AVENUE, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"7 ROPLEY STREET, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"105 Chalmers Avenue, NA, Ashburton, New Zealand",063,NA,Urban
"3 LESLIE STREET, Culverden, Hurunui, New Zealand",058,Culverden,Peri-urban (disputed)
"34 Humber Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"101 Chapel Road, NA, Waimakariri, New Zealand",059,NA,Rural
"12 Ansonby Street, Russley, Christchurch City, New Zealand",060,Russley,Urban
"12 Allan Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"71 CHALET CRESCENT, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"4 Drovers Lane TINWALD, ASHBURTON, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"243A Wainoni Road, Avondale, Christchurch City, New Zealand",060,Avondale,Urban
"17 MACAULAY PLACE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"568 BIRCHS ROAD, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"Forks Road, NA, Ashburton, New Zealand",063,NA,Rural
"744 Motukaika Road, Maungati, Waimate, New Zealand",066,Maungati,Rural
"8 QUEEN STREET, Doyleston, Selwyn, New Zealand",062,Doyleston,Peri-urban (disputed)
"20A Dampier Street, Oceanview, Timaru, Oceanview, Timaru, New Zealand",064,Oceanview,Urban
"84 HIGH STREET, Southbridge, Selwyn, New Zealand",062,Southbridge,Rural
"40 Puhara Avenue, Burwood, Christchurch City, New Zealand",060,Burwood,Urban
"9 Lakeside Drive, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"10 Graham Street, NA, Ashburton, New Zealand",063,NA,Urban
"43 Queen Street, Pareora, Pareora, Timaru, New Zealand",064,Pareora,Peri-urban (disputed)
"3050 MOUND ROAD, Broomfield, Hurunui, New Zealand",058,Broomfield,Peri-urban (disputed)
"16 George Street, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"CHAPMANS ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"26 HANNOVER PLACE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"4 SEALY STREET, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"33 Golding Avenue, NA, Waimakariri, New Zealand",059,NA,Urban
"0 Regent Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"53 Stafford Street, Hampden, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"90 Patterson Terrace, Oaklands, Christchurch City, New Zealand",060,Oaklands,Urban
"87 AVANDA AVENUE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"39 FYFFE ROAD, West Melton, Selwyn, New Zealand",062,West Melton,Peri-urban (disputed)
"19 Sheldon Street, Woolston, Christchurch City, New Zealand",060,Woolston,Urban
"39 AORANGI CRESCENT, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"2 Lea Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"365 Breezes Road, Aranui, Christchurch City, New Zealand",060,Aranui,Urban
"26 TOTARA DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"Rangitata Terrace Ro, NA, Ashburton, New Zealand",063,NA,Rural
"1/25 Andover Street, Merivale, Christchurch City, New Zealand",060,Merivale,Urban
